[2023/04/16 12:01:42:288] hieudz đã mua 55 item 340 với giá 0 xu 0 yên 550 lượng
[2023/04/16 01:59:03:604] chum69hd đã giao dịch với chumbuff và nhận được Item: 454. Số lượng: 1
[2023/04/16 01:59:03:605] chum69hd đã giao dịch với chumbuff và nhận được Item: 454. Số lượng: 1
[2023/04/16 01:59:03:605] chum69hd đã giao dịch với chumbuff và nhận được Item: 454. Số lượng: 1
[2023/04/16 01:59:03:605] chum69hd đã giao dịch với chumbuff và nhận được Item: 454. Số lượng: 1
[2023/04/16 01:59:03:605] chum69hd đã giao dịch với chumbuff và nhận được Item: 454. Số lượng: 1
[2023/04/16 01:59:03:605] chum69hd đã giao dịch với chumbuff và nhận được Item: 454. Số lượng: 1
[2023/04/16 01:59:03:606] chum69hd đã giao dịch với chumbuff và nhận được Item: 454. Số lượng: 1
[2023/04/16 01:59:03:606] chum69hd đã giao dịch với chumbuff và nhận được Item: 454. Số lượng: 1
[2023/04/16 01:59:03:606] chum69hd đã giao dịch với chumbuff và nhận được Item: 454. Số lượng: 1
[2023/04/16 01:59:03:606] chum69hd đã giao dịch với chumbuff và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:00:12:367] chum69hd đã giao dịch với chumbuff và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:00:12:368] chum69hd đã giao dịch với chumbuff và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:00:12:368] chum69hd đã giao dịch với chumbuff và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:00:12:368] chum69hd đã giao dịch với chumbuff và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:00:12:368] chum69hd đã giao dịch với chumbuff và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:00:12:368] chum69hd đã giao dịch với chumbuff và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:00:12:369] chum69hd đã giao dịch với chumbuff và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:00:12:369] chum69hd đã giao dịch với chumbuff và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:00:12:369] chum69hd đã giao dịch với chumbuff và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:00:12:369] chum69hd đã giao dịch với chumbuff và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:00:12:369] chum69hd đã giao dịch với chumbuff và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:00:12:369] chum69hd đã giao dịch với chumbuff và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:00:52:505] chum69hd đã giao dịch với chumbuff và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:00:52:506] chum69hd đã giao dịch với chumbuff và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:00:52:506] chum69hd đã giao dịch với chumbuff và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:00:52:506] chum69hd đã giao dịch với chumbuff và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:00:52:506] chum69hd đã giao dịch với chumbuff và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:00:52:506] chum69hd đã giao dịch với chumbuff và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:00:52:507] chum69hd đã giao dịch với chumbuff và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:00:52:507] chum69hd đã giao dịch với chumbuff và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:00:52:507] chum69hd đã giao dịch với chumbuff và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:00:52:508] chum69hd đã giao dịch với chumbuff và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:00:52:508] chum69hd đã giao dịch với chumbuff và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:00:52:508] chum69hd đã giao dịch với chumbuff và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:03:05:815] options đã giao dịch với chumbuff và nhận được Item: 455. Số lượng: 1
[2023/04/16 02:03:05:816] options đã giao dịch với chumbuff và nhận được Item: 455. Số lượng: 1
[2023/04/16 02:03:05:816] options đã giao dịch với chumbuff và nhận được Item: 455. Số lượng: 1
[2023/04/16 02:03:05:816] options đã giao dịch với chumbuff và nhận được Item: 455. Số lượng: 1
[2023/04/16 02:03:05:817] options đã giao dịch với chumbuff và nhận được Item: 455. Số lượng: 1
[2023/04/16 02:03:05:817] options đã giao dịch với chumbuff và nhận được Item: 456. Số lượng: 1
[2023/04/16 02:03:05:817] options đã giao dịch với chumbuff và nhận được Item: 455. Số lượng: 1
[2023/04/16 02:03:05:817] options đã giao dịch với chumbuff và nhận được Item: 456. Số lượng: 1
[2023/04/16 02:03:05:818] options đã giao dịch với chumbuff và nhận được Item: 456. Số lượng: 1
[2023/04/16 02:03:05:818] options đã giao dịch với chumbuff và nhận được Item: 540. Số lượng: 1
[2023/04/16 02:03:05:818] options đã giao dịch với chumbuff và nhận được Item: 540. Số lượng: 1
[2023/04/16 02:03:05:818] options đã giao dịch với chumbuff và nhận được Item: 540. Số lượng: 1
[2023/04/16 02:03:48:082] options đã giao dịch với chumbuff và nhận được Item: 540. Số lượng: 1
[2023/04/16 02:03:48:083] options đã giao dịch với chumbuff và nhận được Item: 540. Số lượng: 1
[2023/04/16 02:03:48:083] options đã giao dịch với chumbuff và nhận được Item: 540. Số lượng: 1
[2023/04/16 02:03:48:083] options đã giao dịch với chumbuff và nhận được Item: 540. Số lượng: 1
[2023/04/16 02:03:48:083] options đã giao dịch với chumbuff và nhận được Item: 540. Số lượng: 1
[2023/04/16 02:03:48:083] options đã giao dịch với chumbuff và nhận được Item: 540. Số lượng: 1
[2023/04/16 02:03:48:084] options đã giao dịch với chumbuff và nhận được Item: 540. Số lượng: 1
[2023/04/16 02:03:48:084] options đã giao dịch với chumbuff và nhận được Item: 540. Số lượng: 1
[2023/04/16 02:03:48:084] options đã giao dịch với chumbuff và nhận được Item: 540. Số lượng: 1
[2023/04/16 02:03:48:084] options đã giao dịch với chumbuff và nhận được Item: 540. Số lượng: 1
[2023/04/16 02:05:24:046] chum69hd đã giao dịch với options và nhận được Item: 455. Số lượng: 1
[2023/04/16 02:05:24:046] chum69hd đã giao dịch với options và nhận được Item: 455. Số lượng: 1
[2023/04/16 02:05:24:046] chum69hd đã giao dịch với options và nhận được Item: 455. Số lượng: 1
[2023/04/16 02:05:24:047] chum69hd đã giao dịch với options và nhận được Item: 455. Số lượng: 1
[2023/04/16 02:05:24:047] chum69hd đã giao dịch với options và nhận được Item: 455. Số lượng: 1
[2023/04/16 02:05:24:047] chum69hd đã giao dịch với options và nhận được Item: 455. Số lượng: 1
[2023/04/16 02:05:24:047] options đã giao dịch với chum69hd và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:05:24:047] options đã giao dịch với chum69hd và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:05:24:049] options đã giao dịch với chum69hd và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:05:24:049] options đã giao dịch với chum69hd và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:05:24:049] options đã giao dịch với chum69hd và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:05:24:049] options đã giao dịch với chum69hd và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:05:24:049] options đã giao dịch với chum69hd và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:05:24:049] options đã giao dịch với chum69hd và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:05:24:049] options đã giao dịch với chum69hd và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:05:24:049] options đã giao dịch với chum69hd và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:05:24:050] options đã giao dịch với chum69hd và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:05:24:050] options đã giao dịch với chum69hd và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:06:37:088] options đã giao dịch với chum69hd và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:06:37:088] options đã giao dịch với chum69hd và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:06:37:088] options đã giao dịch với chum69hd và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:06:37:089] options đã giao dịch với chum69hd và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:06:37:089] options đã giao dịch với chum69hd và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:06:37:089] options đã giao dịch với chum69hd và nhận được Item: 454. Số lượng: 1
[2023/04/16 02:09:01:711] acacia đã giao dịch với options và nhận được Item: 540. Số lượng: 1
[2023/04/16 02:09:01:712] acacia đã giao dịch với options và nhận được Item: 540. Số lượng: 1
[2023/04/16 02:09:01:712] acacia đã giao dịch với options và nhận được Item: 540. Số lượng: 1
[2023/04/16 02:09:01:712] acacia đã giao dịch với options và nhận được Item: 540. Số lượng: 1
[2023/04/16 02:09:01:712] acacia đã giao dịch với options và nhận được Item: 540. Số lượng: 1
[2023/04/16 02:09:01:712] acacia đã giao dịch với options và nhận được Item: 540. Số lượng: 1
[2023/04/16 02:09:01:713] acacia đã giao dịch với options và nhận được Item: 540. Số lượng: 1
[2023/04/16 02:09:01:713] acacia đã giao dịch với options và nhận được Item: 540. Số lượng: 1
[2023/04/16 02:09:01:713] acacia đã giao dịch với options và nhận được Item: 540. Số lượng: 1
[2023/04/16 02:09:01:713] acacia đã giao dịch với options và nhận được Item: 540. Số lượng: 1
[2023/04/16 02:09:01:713] acacia đã giao dịch với options và nhận được Item: 540. Số lượng: 1
[2023/04/16 02:09:01:713] acacia đã giao dịch với options và nhận được Item: 540. Số lượng: 1
[2023/04/16 02:09:52:406] options đã giao dịch với acacia và nhận được Item: 385. Số lượng: 0
[2023/04/16 02:09:52:406] options đã giao dịch với acacia và nhận được Item: 385. Số lượng: 0
[2023/04/16 02:09:52:406] options đã giao dịch với acacia và nhận được Item: 385. Số lượng: 0
[2023/04/16 02:11:01:551] pelak đã giao dịch với options và nhận được Item: 321. Số lượng: 1
[2023/04/16 02:11:01:552] pelak đã giao dịch với options và nhận được Item: 323. Số lượng: 1
[2023/04/16 02:11:01:552] pelak đã giao dịch với options và nhận được Item: 30. Số lượng: 1
[2023/04/16 02:15:33:624] acacia đã mua 1 item 539 với giá 0 xu 0 yên 500 lượng
[2023/04/16 02:15:39:376] acacia đã mua 10 item 539 với giá 0 xu 0 yên 5000 lượng
[2023/04/16 02:20:39:463] muaxx đã mua 30000 item 565 với giá 0 xu 150000000 yên 0 lượng
[2023/04/16 02:21:19:241] acicia đã giao dịch với muaxx và nhận được Item: 410. Số lượng: 1
[2023/04/16 02:21:19:242] acicia đã giao dịch với muaxx và nhận được Item: 410. Số lượng: 1
[2023/04/16 02:21:19:242] acicia đã giao dịch với muaxx và nhận được Item: 565. Số lượng: 30000
[2023/04/16 02:21:19:242] acicia đã giao dịch với muaxx và nhận được Item: 567. Số lượng: 1
[2023/04/16 02:40:40:095] 1chat đã mua 7 item 539 với giá 0 xu 0 yên 3500 lượng
[2023/04/16 02:55:02:822] gaingheopk đã mua 1 item 490 với giá 0 xu 0 yên 6000 lượng
[2023/04/16 03:00:16:182] traingheo đã mua 1 item 248 với giá 0 xu 0 yên 50 lượng
[2023/04/16 04:03:24:844] thang đã giao dịch với gaingheopk và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:03:24:845] thang đã giao dịch với gaingheopk và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:03:24:845] thang đã giao dịch với gaingheopk và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:03:24:845] thang đã giao dịch với gaingheopk và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:03:24:845] thang đã giao dịch với gaingheopk và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:03:24:846] thang đã giao dịch với gaingheopk và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:03:24:846] thang đã giao dịch với gaingheopk và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:03:24:846] thang đã giao dịch với gaingheopk và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:03:24:846] thang đã giao dịch với gaingheopk và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:03:24:846] thang đã giao dịch với gaingheopk và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:03:24:846] thang đã giao dịch với gaingheopk và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:03:24:846] thang đã giao dịch với gaingheopk và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:05:00:004] thang đã giao dịch với gaingheopk và nhận được Item: 457. Số lượng: 1
[2023/04/16 04:05:00:005] thang đã giao dịch với gaingheopk và nhận được Item: 457. Số lượng: 1
[2023/04/16 04:05:00:005] thang đã giao dịch với gaingheopk và nhận được Item: 457. Số lượng: 1
[2023/04/16 04:05:00:005] thang đã giao dịch với gaingheopk và nhận được Item: 457. Số lượng: 1
[2023/04/16 04:05:00:006] thang đã giao dịch với gaingheopk và nhận được Item: 457. Số lượng: 1
[2023/04/16 04:05:00:006] thang đã giao dịch với gaingheopk và nhận được Item: 457. Số lượng: 1
[2023/04/16 04:15:49:668] traingheo đã mua 1 item 57 với giá 1000 xu 0 yên 0 lượng
[2023/04/16 04:15:53:369] traingheo đã mua 1 item 312 với giá 0 xu 0 yên 500 lượng
[2023/04/16 04:18:59:694] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:18:59:695] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:18:59:695] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:18:59:695] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:18:59:696] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:18:59:696] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:18:59:696] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:18:59:696] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:18:59:697] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:18:59:697] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:18:59:697] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:18:59:697] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:19:58:064] thang đã giao dịch với traingheo và nhận được Item: 8. Số lượng: 1
[2023/04/16 04:19:58:064] thang đã giao dịch với traingheo và nhận được Item: 8. Số lượng: 1
[2023/04/16 04:19:58:065] thang đã giao dịch với traingheo và nhận được Item: 8. Số lượng: 1
[2023/04/16 04:19:58:065] thang đã giao dịch với traingheo và nhận được Item: 8. Số lượng: 1
[2023/04/16 04:19:58:065] thang đã giao dịch với traingheo và nhận được Item: 8. Số lượng: 1
[2023/04/16 04:19:58:065] thang đã giao dịch với traingheo và nhận được Item: 8. Số lượng: 1
[2023/04/16 04:19:58:066] thang đã giao dịch với traingheo và nhận được Item: 8. Số lượng: 1
[2023/04/16 04:19:58:066] thang đã giao dịch với traingheo và nhận được Item: 8. Số lượng: 1
[2023/04/16 04:19:58:066] thang đã giao dịch với traingheo và nhận được Item: 8. Số lượng: 1
[2023/04/16 04:19:58:066] thang đã giao dịch với traingheo và nhận được Item: 8. Số lượng: 1
[2023/04/16 04:19:58:066] thang đã giao dịch với traingheo và nhận được Item: 8. Số lượng: 1
[2023/04/16 04:19:58:067] thang đã giao dịch với traingheo và nhận được Item: 8. Số lượng: 1
[2023/04/16 04:19:58:067] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:19:58:067] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:19:58:067] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:19:58:067] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:19:58:068] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:19:58:068] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:19:58:068] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:19:58:068] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:19:58:068] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:19:58:069] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:19:58:069] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:19:58:069] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:21:04:204] thang đã giao dịch với traingheo và nhận được Item: 8. Số lượng: 1
[2023/04/16 04:21:04:204] thang đã giao dịch với traingheo và nhận được Item: 8. Số lượng: 1
[2023/04/16 04:21:04:204] thang đã giao dịch với traingheo và nhận được Item: 8. Số lượng: 1
[2023/04/16 04:21:04:205] thang đã giao dịch với traingheo và nhận được Item: 8. Số lượng: 1
[2023/04/16 04:21:04:205] thang đã giao dịch với traingheo và nhận được Item: 8. Số lượng: 1
[2023/04/16 04:21:04:205] thang đã giao dịch với traingheo và nhận được Item: 8. Số lượng: 1
[2023/04/16 04:21:04:205] thang đã giao dịch với traingheo và nhận được Item: 8. Số lượng: 1
[2023/04/16 04:21:04:205] thang đã giao dịch với traingheo và nhận được Item: 8. Số lượng: 1
[2023/04/16 04:21:04:206] thang đã giao dịch với traingheo và nhận được Item: 8. Số lượng: 1
[2023/04/16 04:21:04:206] thang đã giao dịch với traingheo và nhận được Item: 8. Số lượng: 1
[2023/04/16 04:21:04:206] thang đã giao dịch với traingheo và nhận được Item: 8. Số lượng: 1
[2023/04/16 04:21:04:206] thang đã giao dịch với traingheo và nhận được Item: 8. Số lượng: 1
[2023/04/16 04:21:04:206] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:21:04:207] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:21:04:207] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:21:04:207] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:21:04:207] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:21:04:207] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:21:04:207] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:21:04:208] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:21:04:208] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:21:04:208] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:21:04:208] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:21:04:208] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:22:44:695] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:22:44:696] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:22:44:696] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:22:44:696] traingheo đã giao dịch với thang và nhận được Item: 454. Số lượng: 1
[2023/04/16 04:23:47:200] traingheo đã mua 1 item 538 với giá 0 xu 0 yên 400 lượng
[2023/04/16 04:37:06:414] traingheo đã mua 1 item 270 với giá 0 xu 0 yên 150 lượng
[2023/04/16 04:37:07:644] traingheo đã mua 1 item 270 với giá 0 xu 0 yên 150 lượng
[2023/04/16 04:37:09:543] traingheo đã mua 1 item 271 với giá 0 xu 0 yên 500 lượng
[2023/04/16 04:37:26:527] traingheo đã mua 1 item 271 với giá 0 xu 0 yên 500 lượng
[2023/04/16 04:37:45:943] traingheo đã mua 20 item 284 với giá 0 xu 0 yên 900 lượng
[2023/04/16 04:42:35:135] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:42:35:136] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:42:35:136] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:42:35:136] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:42:35:136] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:42:35:136] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:42:35:136] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:42:35:137] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:42:35:137] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:42:35:137] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:42:35:137] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:42:35:138] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:43:30:221] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:43:30:222] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:43:30:222] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:43:30:222] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:43:30:222] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:43:30:222] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:43:30:223] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:43:30:223] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:43:30:223] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:43:30:223] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:43:30:223] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:43:30:223] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:46:35:292] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:46:35:292] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:46:35:293] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:46:35:293] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:46:35:293] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:46:35:294] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:46:35:294] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:46:35:294] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:46:35:294] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:46:35:295] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:46:35:295] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:46:35:295] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:48:52:469] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:48:52:470] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:48:52:470] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:48:52:470] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:48:52:470] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:48:52:470] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:48:52:471] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:48:52:471] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:48:52:471] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:48:52:471] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:48:52:471] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:48:52:471] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:49:10:158] traingheo đã mua 20 item 242 với giá 0 xu 0 yên 200 lượng
[2023/04/16 04:51:12:159] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:51:12:160] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:51:12:160] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:51:12:160] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:51:12:160] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:51:12:160] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:51:12:161] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:51:12:161] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:51:12:161] traingheo đã giao dịch với ftfcctg và nhận được Item: 7. Số lượng: 1
[2023/04/16 04:51:12:161] traingheo đã giao dịch với ftfcctg và nhận được Item: 8. Số lượng: 1
[2023/04/16 04:51:12:161] traingheo đã giao dịch với ftfcctg và nhận được Item: 8. Số lượng: 1
[2023/04/16 04:51:12:162] traingheo đã giao dịch với ftfcctg và nhận được Item: 8. Số lượng: 1
[2023/04/16 04:52:03:211] traingheo đã giao dịch với ftfcctg và nhận được Item: 8. Số lượng: 1
[2023/04/16 04:52:03:211] traingheo đã giao dịch với ftfcctg và nhận được Item: 8. Số lượng: 1
[2023/04/16 04:52:03:211] traingheo đã giao dịch với ftfcctg và nhận được Item: 8. Số lượng: 1
[2023/04/16 04:52:03:212] traingheo đã giao dịch với ftfcctg và nhận được Item: 8. Số lượng: 1
[2023/04/16 04:52:03:212] traingheo đã giao dịch với ftfcctg và nhận được Item: 8. Số lượng: 1
[2023/04/16 04:52:03:212] traingheo đã giao dịch với ftfcctg và nhận được Item: 285. Số lượng: 1
[2023/04/16 04:52:03:212] traingheo đã giao dịch với ftfcctg và nhận được Item: 8. Số lượng: 1
[2023/04/16 04:52:03:212] traingheo đã giao dịch với ftfcctg và nhận được Item: 8. Số lượng: 1
[2023/04/16 04:52:03:212] traingheo đã giao dịch với ftfcctg và nhận được Item: 8. Số lượng: 1
[2023/04/16 04:52:03:212] traingheo đã giao dịch với ftfcctg và nhận được Item: 8. Số lượng: 1
[2023/04/16 04:52:03:212] traingheo đã giao dịch với ftfcctg và nhận được Item: 284. Số lượng: 1
